station_id	capacity	curUsable	targetUsable	curBroken
356	25	4	11	3
405	55	51	55	3
357	36	12	19	10
459	18	4	13	12
322	23	17	15	3
168	25	22	21	2
381	27	11	13	1
204	35	7	15	12
266	36	31	35	2
161	27	14	11	11
515	26	0	26	14
6	19	12	13	1
243	44	0	2	13
307	39	2	16	36
506	31	27	19	1
110	39	1	6	7
278	51	5	7	0
473	22	11	15	6
384	35	24	18	1
502	27	12	18	7
127	23	18	21	4
223	47	30	26	0
364	18	6	6	2
43	31	21	25	0
380	33	15	13	6
158	43	2	4	4
466	26	4	15	20
98	27	25	25	1
301	12	9	7	2
420	39	13	29	8
135	27	1	10	13
458	18	5	18	4
328	23	7	18	12
237	31	29	27	1
267	51	1	1	2
378	27	12	15	14
176	37	22	9	7
273	59	0	29	23
374	19	16	19	2
163	31	10	9	1
142	27	17	16	1
236	59	9	7	12
198	27	13	7	4
177	23	16	22	0
52	31	9	24	17
448	22	4	14	15
346	24	18	10	5
50	33	19	20	7
238	31	11	25	14
385	27	20	14	6
315	19	16	4	0
53	39	6	1	29
170	31	24	17	5
377	31	22	24	3
147	35	12	23	11
11	24	17	11	2
108	23	5	3	11
501	37	1	8	16
449	18	5	7	1
321	21	7	11	0
269	27	7	20	16
417	37	8	16	16
115	36	29	23	3
462	18	9	17	5
38	31	24	28	4
77	20	16	20	3
120	29	27	29	0
331	21	7	16	2
490	25	13	11	8
4	62	33	38	13
85	31	7	3	3
58	24	14	21	2
18	55	0	5	1
271	35	24	32	8
424	39	25	36	8
227	59	2	16	37
171	27	14	14	11
16	33	4	7	2
5	39	11	15	6
