station_id	capacity	curUsable	targetUsable	curBroken
15	31	28	29	2
244	39	1	11	23
340	23	11	16	10
301	12	9	7	0
84	23	22	21	0
409	46	23	24	5
24	51	1	1	7
492	19	9	14	2
222	39	35	38	3
335	27	15	23	5
18	55	0	5	12
217	35	0	0	26
440	63	32	52	22
39	31	8	3	19
410	59	50	46	3
224	39	1	17	37
371	27	7	19	10
310	36	0	0	0
186	23	15	10	0
123	35	5	13	7
4	62	33	38	18
124	27	23	23	1
495	31	2	12	5
430	41	26	28	6
56	35	1	0	32
129	39	7	5	1
164	32	19	5	5
434	35	18	22	2
377	31	22	24	1
360	31	5	5	16
462	18	9	17	2
46	23	2	1	16
329	19	5	15	13
19	23	18	16	3
351	23	5	15	15
512	14	0	14	7
25	30	26	26	2
294	27	25	20	1
468	22	6	8	5
292	31	17	15	10
488	31	0	13	4
205	51	1	16	1
50	33	19	20	2
119	19	16	19	0
407	59	4	31	13
290	29	10	8	16
103	39	11	12	10
448	22	4	14	5
517	18	9	13	5
12	19	12	10	1
162	31	13	9	14
52	31	9	24	8
392	27	24	25	1
7	19	13	13	0
141	49	30	24	7
182	24	5	2	8
487	39	1	1	11
195	27	7	2	12
151	47	16	7	0
395	35	16	16	9
511	14	2	3	10
219	31	5	8	2
398	31	3	17	2
394	34	7	11	21
415	43	33	42	6
166	32	28	32	0
450	14	4	7	1
35	23	12	6	3
262	45	39	37	1
364	18	6	6	4
374	19	16	19	1
191	39	6	7	12
145	34	0	7	1
273	59	0	29	17
128	28	26	28	1
149	19	12	11	1
361	31	5	15	18
326	23	6	9	14
26	45	3	20	40
265	24	19	22	2
168	25	22	21	0
461	18	7	8	7
271	35	24	32	3
282	59	20	27	38
150	43	6	17	13
439	43	26	36	2
429	51	20	20	18
